"","Disp.","Band","Species","Wing","Age","Aged","Sex","Sexed","Fat","Weight","Date","Time","Bander","Scribe","Net","Notes","Exported","Valid","Invalid","Errors","History","Age.1","Sex.1","Location","Status","Condition","Code","Program","F","T","R2","3","R4","R5","R6","7","UC","S","SL","TC","SC","SD","CE","TP","OT","AL","TA","Z","NA","NA.1","NA.2","NA.3","NA.4","NA.5","NA.6","NA.7","NA.8","NA.9","NA.10","NA.11","NA.12","NA.13","NA.14","NA.15","NA.16","NA.17","NA.18","NA.19","NA.20","Replaced Band Number for Disposition 5 captures","DET Category Override","Aux Marker Type","Is Aux Marker Coded?","Aux Marker Code","Aux Marker Band Color","Aux Marker Code Color","Left Leg Color 1","Left Leg Color 2","Left Leg Color 3","R Leg Color 1","R Leg Color 2","R Leg Color 3","Last Bandit Export Timestamp","Count Bandit Exports","Creation Timestamp","Modify Timestamp","DET Category","To Be Deleted","Days since most recent prior capture","DET Date","Original Capture ID","NA.21","NA.22","NA.23","NA.24","NA.25","NA.26","NA.27","NA.28","NA.29","NA.30","NA.31","NA.32","NA.33","NA.34","NA.35","NA.36","NA.37","NA.38","Flags","Year","Season","week"
"105629","R","299102917","NOCA","89","2","1","4","1","1","44.3","2021-08-10","10:00","ACM","ACM","C2","","FALSE","","","TRUE","FALSE","","","MBO","300","7","89","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/30/2021 10:47","","Repeat","","10","8/10/2021","796034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",32
"105720","1","299110808","NOCA","88","2","1","0","1","0","43.3","2021-08-13","09:50","ALH","ALH","A2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/27/2021 9:21","","Banded","","","8/13/2021","795849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",33
"105740","R","299102922","NOCA","86","2","1","5","1","1","41.5","2021-08-14","07:00","ACM","IEM","E2","","FALSE","","","TRUE","FALSE","","","MBO","300","7","89","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/30/2021 10:47","","Repeat","","14","8/14/2021","796057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",33
"105849","1","299110810","NOCA","88","2","1","4","1","0","40.5","2021-08-16","09:10","SID","SID","E2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/27/2021 9:21","","Banded","","","8/16/2021","795851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",33
"106096","1","299110828","NOCA","89","2","1","4","1","0","42.1","2021-08-22","08:30","MPB","IEM","E2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/27/2021 9:24","","Banded","","","8/22/2021","795869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",34
"106127","R","299102999","NOCA","87","2","1","0","1","0","42.6","2021-08-23","07:00","SID","SID","E2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/27/2021 11:16","","Repeat","","13","8/23/2021","796017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",34
"107775","1","299110889","NOCA","89","2","1","5","1","0","42.3","2021-09-25","08:40","ACM","ACM","N3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","10/6/2021 13:05","","Banded","","","9/25/2021","797471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",39
"108882","1","299103005","NOCA","86","2","1","5","1","0","44.7","2021-10-08","07:40","SID","SID","B2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","10/12/2021 11:55","","Banded","","","10/8/2021","798626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",41
"109043","1","299103008","NOCA","87","2","1","4","1","0","43.2","2021-10-10","08:10","SID","SID","E2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","10/12/2021 11:56","","Banded","","","10/10/2021","798629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",41
"109094","1","299103009","NOCA","89","2","1","4","1","0","47.2","2021-10-10","11:30","MPB","MPB","D1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","10/12/2021 11:56","","Banded","","","10/10/2021","798630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",41
"109109","R","299102936","NOCA","94","0","1","4","1","0","46.3","2021-10-10","12:30","MPB","MPB","N1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","10/25/2021 16:03","","Repeat","","69","10/10/2021","799367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",41
"109176","1","299103011","NOCA","88","0","1","5","1","1","42.6","2021-10-11","11:10","KML","KML","C2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","10/12/2021 11:56","","Banded","","","10/11/2021","798632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",41
"109225","1","299103013","NOCA","89","1","1","4","1","2","46.8","2021-10-12","08:10","ACM","ACM","B3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","10/12/2021 11:57","","Banded","","","10/12/2021","798634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",41
"109316","R","299103009","NOCA","90","0","1","4","1","0","45.8","2021-10-13","10:50","CIB","CIB","C1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","10/25/2021 17:52","","Repeat","","3","10/13/2021","799405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",41
"109448","1","299103019","NOCA","85","2","1","5","1","1","39.3","2021-10-17","11:20","ACM","ACM","C1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","10/25/2021 10:21","","Banded","","","10/17/2021","799000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",42
"109490","1","299103020","NOCA","93","0","1","5","1","0","44.1","2021-10-18","09:00","SID","SID","A2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","10/25/2021 10:21","","Banded","","","10/18/2021","799001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",42
"109885","R","299102999","NOCA","92","0","1","4","1","1","47.9","2021-10-24","11:40","LNA","ACM","D4","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","10/26/2021 11:05","","Repeat","","62","10/24/2021","799539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",43
"109900","R","299102918","NOCA","92","0","1","5","1","0","42.9","2021-10-25","07:30","SID","SID","C1","","FALSE","","","TRUE","FALSE","","","MBO","300","7","89","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","10/26/2021 11:05","","Repeat","","82","10/25/2021","799541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",43
"109904","1","299103033","NOCA","94","0","1","4","1","0","47.8","2021-10-25","08:30","VSP","VSP","N1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","10/25/2021 10:23","","Banded","","","10/25/2021","799014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",43
"109920","1","299103034","NOCA","93","0","1","4","1","0","47.5","2021-10-27","08:30","CIB","CIB","B3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/9/2021 12:23","1","11/4/2021 15:25","","Banded","","","10/27/2021","799622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",43
"109922","1","299103035","NOCA","92","2","1","5","1","0","41.6","2021-10-27","08:40","CIB","CIB","C1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/9/2021 12:23","1","11/4/2021 15:25","","Banded","","","10/27/2021","799623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",43
"109943","R","299103008","NOCA","89","2","S","4","1","0","43.5","2021-10-28","08:40","ALH","ALH","C2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/9/2021 12:23","1","11/4/2021 15:56","","Repeat","","18","10/28/2021","799704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",43
"110032","1","299103042","NOCA","89","2","1","5","1","0","43.4","2021-11-02","09:10","CIB","CIB","C1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/9/2021 12:23","1","11/4/2021 15:26","","Banded","","","11/2/2021","799630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",44
"110066","1","299103044","NOCA","92","0","1","4","1","0","42.5","2021-11-02","11:30","CIB","CIB","B3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/9/2021 12:23","1","11/4/2021 15:27","","Banded","","","11/2/2021","799632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",44
"110085","1","299103045","NOCA","91","0","1","5","1","0","40.7","2021-11-03","08:30","CIB","CIB","C2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/9/2021 12:23","1","11/4/2021 15:27","","Banded","","","11/3/2021","799633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",44
"110114","1","299103046","NOCA","86","2","S","5","1","0","39.4","2021-11-04","08:00","KML","KML","D2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/9/2021 12:23","1","11/4/2021 15:27","","Banded","","","11/4/2021","799634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",44
"110201","R","299103033","NOCA","94","0","1","4","1","0","46.1","2021-11-20","09:20","LAT","LAT","V4","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2021-2022","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/9/2021 12:23","1","11/23/2021 14:17","","Repeat","","26","11/20/2021","800121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"WINT",47
"110224","1","299103048","NOCA","89","2","1","5","1","0","44.7","2021-11-20","10:20","LAT","LAT","V4","","FALSE","","","TRUE","FALSE","","","MBO","300","","","WINTER2021-2022","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/9/2021 12:23","1","11/23/2021 13:29","","Banded","","","11/20/2021","800126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"WINT",47
"110243","1","299103049","NOCA","82","2","1","5","1","0","44.8","2021-11-20","11:30","LAT","CAJ","V2","","FALSE","","","TRUE","FALSE","","","MBO","300","","","WINTER2021-2022","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/9/2021 12:23","1","11/23/2021 13:30","","Banded","","","11/20/2021","800127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"WINT",47
"110244","1","299103050","NOCA","93","2","1","4","1","0","42","2021-11-20","11:30","LAT","CAJ","V2","","FALSE","","","TRUE","FALSE","","","MBO","300","","","WINTER2021-2022","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/9/2021 12:23","1","11/23/2021 13:31","","Banded","","","11/20/2021","800128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"WINT",47
"110259","R","299103019","NOCA","86","2","1","5","1","1","38.6","2021-11-20","12:00","ACM","ACM","V4","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2021-2022","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","12/9/2021 12:23","1","11/23/2021 14:17","","Repeat","","34","11/20/2021","800124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"WINT",47
"110273","1","299103051","NOCA","91","5","1","4","1","2","46.1","2022-02-10","09:10","ACM","ACM","V3","ret s1-s6","FALSE","","","FALSE","FALSE","","","MBO","300","","","WINTER2021-2022","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","4/22/2022 9:51","1","4/19/2022 12:45","","Banded","","","2/10/2022","802551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2022,"WINT",6
"110278","R","299102988","NOCA","90","1","1","5","1","1","39.8","2022-02-10","10:00","GEG","ACM","V5","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2021-2022","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","4/22/2022 9:51","1","4/19/2022 13:14","","Return","","186","2/10/2022","802559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2022,"WINT",6
"110279","R","299103009","NOCA","93","1","1","4","1","1","47.3","2022-02-10","10:00","GEG","ACM","V5","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2021-2022","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","4/22/2022 9:51","1","4/19/2022 13:14","","Return","","120","2/10/2022","802560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2022,"WINT",6
"110340","R","299103048","NOCA","88","1","1","5","1","0","44.9","2022-04-18","10:20","SLS","SLS","C2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2022","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","7/11/2022 16:48","1","4/29/2022 20:39","","Return","","149","4/18/2022","802786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2022,"SMMP",16
"110342","1","299103052","NOCA","93","5","1","5","1","0","42.1","2022-04-18","10:50","SLS","SLS","A1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","SMMP2022","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","7/11/2022 16:48","1","4/29/2022 20:23","","Banded","","","4/18/2022","802757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2022,"SMMP",16
"110387","1","299103055","NOCA","92","1","1","5","1","0","43.2","2022-04-22","08:30","SLS","SLS","D3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","SMMP2022","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","7/11/2022 16:48","1","4/29/2022 20:23","","Banded","","","4/22/2022","802760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2022,"SMMP",16
"110402","1","299103056","NOCA","89","5","1","5","1","0","40.8","2022-04-23","10:10","SLS","SLS","H2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","SMMP2022","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","7/11/2022 16:48","1","4/29/2022 20:23","","Banded","","","4/23/2022","802761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2022,"SMMP",17
"110484","R","299103034","NOCA","94","1","1","4","1","1","46.6","2022-04-26","07:40","ACM","LAT","B3","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2022","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","7/11/2022 16:48","1","4/29/2022 20:40","","Return","","181","4/26/2022","802812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2022,"SMMP",17
"110494","R","299103008","NOCA","90","5","1","4","1","0","41.3","2022-04-26","09:00","ACM","ACM","D3","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2022","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","7/11/2022 16:48","1","4/30/2022 10:27","","Return","","180","4/26/2022","802839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2022,"SMMP",17
"110512","R","299103048","NOCA","87","1","1","5","1","0","44.2","2022-04-28","06:20","ALH","ALH","A1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2022","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","7/11/2022 16:48","1","4/30/2022 10:27","","Repeat","","10","4/28/2022","802840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2022,"SMMP",17
"110538","R","299110889","NOCA","92","1","1","5","1","0","43.8","2022-04-29","07:10","CIB","CIB","C1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2022","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","7/11/2022 16:48","1","4/30/2022 10:27","","Return","","216","4/29/2022","802847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2022,"SMMP",17
"110686","R","299102918","NOCA","90","1","1","5","1","1","46.3","2022-05-05","07:00","CAC","SLS","N3","","FALSE","","","TRUE","FALSE","","","MBO","300","7","89","SMMP2022","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","7/11/2022 16:48","1","5/11/2022 14:17","","Return","","192","5/5/2022","803140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2022,"SMMP",18
"110709","R","299110810","NOCA","92","5","1","4","1","0","41.6","2022-05-06","07:00","MPB","MPB","E1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2022","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","7/11/2022 16:48","1","5/11/2022 14:17","","Return","","263","5/6/2022","803147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2022,"SMMP",18
"110869","R","265166977","NOCA","96","1","1","4","1","0","45.3","2022-05-11","06:40","SLS","SLS","D1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2022","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","7/11/2022 16:48","1","5/25/2022 14:41","","Return","","283","5/11/2022","803787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2022,"SMMP",19
