"","Disp.","Band","Species","Wing","Age","Aged","Sex","Sexed","Fat","Weight","Date","Time","Bander","Scribe","Net","Notes","Exported","Valid","Invalid","Errors","History","Age.1","Sex.1","Location","Status","Condition","Code","Program","F","T","R2","3","R4","R5","R6","7","UC","S","SL","TC","SC","SD","CE","TP","OT","AL","TA","Z","NA","NA.1","NA.2","NA.3","NA.4","NA.5","NA.6","NA.7","NA.8","NA.9","NA.10","NA.11","NA.12","NA.13","NA.14","NA.15","NA.16","NA.17","NA.18","NA.19","NA.20","Replaced Band Number for Disposition 5 captures","DET Category Override","Aux Marker Type","Is Aux Marker Coded?","Aux Marker Code","Aux Marker Band Color","Aux Marker Code Color","Left Leg Color 1","Left Leg Color 2","Left Leg Color 3","R Leg Color 1","R Leg Color 2","R Leg Color 3","Last Bandit Export Timestamp","Count Bandit Exports","Creation Timestamp","Modify Timestamp","DET Category","To Be Deleted","Days since most recent prior capture","DET Date","Original Capture ID","NA.21","NA.22","NA.23","NA.24","NA.25","NA.26","NA.27","NA.28","NA.29","NA.30","NA.31","NA.32","NA.33","NA.34","NA.35","NA.36","NA.37","NA.38","Flags","Year","Season","week"
"103249","R","299102774","NOCA","93","0","1","5","1","1","45.6","2020-12-14","08:00","PBM","PBM","V3","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2020-21","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","1/19/2021 19:30","1","12/17/2020 11:57","","Repeat","","38","12/14/2020","789228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2020,"WINT",50
"103316","1","299102795","NOCA","97","0","1","4","1","4","58.9","2020-12-20","07:50","JBA","MPB","V4","","FALSE","","","TRUE","FALSE","","","MBO","300","","","WINTER2020-21","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","2/12/2021 11:45","1","1/26/2021 12:00","","Banded","","","12/20/2020","789319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2020,"WINT",51
"103368","R","273116889","NOCA","92","1","1","5","1","1","47.8","2021-01-01","13:20","MPB","MPB","V3","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2020-21","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","2/12/2021 11:45","1","1/27/2021 15:31","","Return","","430","1/1/2021","789357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"WINT",1
"103486","R","265187903","NOCA","91","1","1","5","1","0","42","2021-02-28","10:00","ACM","LAT","V4","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2020-21","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","4/9/2021 9:59","1","3/1/2021 9:51","","Return","","117","2/28/2021","790686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"WINT",9
"103489","R","299102792","NOCA","89","1","1","5","1","2","41.9","2021-02-28","11:20","ACM","LAT","V4","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2020-21","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","4/9/2021 9:59","1","3/1/2021 9:51","","Repeat","","85","2/28/2021","790688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"WINT",9
"103505","1","299102796","NOCA","94","1","1","5","1","1","45.2","2021-03-03","11:30","PBM","PBM","V3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","WINTER2020-21","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","4/9/2021 9:59","1","3/5/2021 9:38","","Banded","","","3/3/2021","790691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"WINT",9
"103520","1","299102797","NOCA","95","1","1","4","1","2","44.6","2021-03-10","07:00","MPB","MPB","V4","","FALSE","","","FALSE","FALSE","","","MBO","300","","","WINTER2020-21","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","4/9/2021 9:59","1","4/7/2021 10:01","","Banded","","","3/10/2021","790864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"WINT",10
"103527","R","265166977","NOCA","94","1","1","4","1","0","97.1","2021-03-10","11:00","MPB","PBM","V4","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2020-21","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","4/9/2021 9:59","1","4/7/2021 10:58","","Return","","205","3/10/2021","790878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"WINT",10
"103555","1","299102799","NOCA","93","1","1","5","1","1","49.4","2021-04-18","07:10","ACM","ACM","N3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","SMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","4/26/2021 17:54","","Banded","","","4/18/2021","791017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"SMMP",16
"103557","R","265167089","NOCA","95","1","1","4","1","1","44.3","2021-04-18","07:30","ACM","ACM","E2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","4/26/2021 18:52","","Return","","540","4/18/2021","791046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"SMMP",16
"103672","1","299102812","NOCA","95","1","1","4","1","1","41.7","2021-04-29","07:00","SLS","SLS","H1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","SMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","5/3/2021 15:08","","Banded","","","4/29/2021","791128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"SMMP",17
"103674","R","256109311","NOCA","93","1","1","4","C","0","47.5","2021-04-29","09:10","SLS","SLS","A1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","5/5/2021 18:55","","Return","","257","4/29/2021","791214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"SMMP",17
"103698","R","265166657","NOCA","91","1","1","5","1","1","51.2","2021-05-02","06:20","ACM","ACM","D4","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","5/5/2021 18:55","","Return","","941","5/2/2021","791222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"SMMP",18
"103935","R","265187903","NOCA","92","1","1","5","1","1","47.9","2021-05-08","05:50","ACM","ACM","H2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","5/10/2021 20:34","","Repeat","","69","5/8/2021","791619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"SMMP",19
"104026","1","299102828","NOCA","93","5","1","4","1","1","40.2","2021-05-08","10:10","ACM","ACM","N1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","SMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","5/10/2021 20:02","","Banded","","","5/8/2021","791513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"SMMP",19
"104972","R","265166719","NOCA","91","1","1","5","B","1","47.4","2021-06-09","05:30","ACM","ACM","M6","","FALSE","","","TRUE","FALSE","","","MBO","300","7","89","MAPS2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/18/2021 16:04","","Return","","1089","6/9/2021","794814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"MAPS",23
"104988","R","265167089","NOCA","95","1","S","4","C","1","42.4","2021-06-09","10:00","ACM","ACM","M7","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","MAPS2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/18/2021 16:05","","Repeat","","52","6/9/2021","794821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"MAPS",23
"105038","R","265166657","NOCA","91","1","1","5","B","2","48.4","2021-06-29","08:10","ACM","ACM","M8","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","MAPS2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/18/2021 16:05","","Repeat","","58","6/29/2021","794867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"MAPS",26
"105064","1","265191475","NOCA","93","2","1","4","1","1","41.8","2021-07-07","07:30","ACM","ACM","M7","","FALSE","","","FALSE","FALSE","","","MBO","300","","","MAPS2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/16/2021 15:01","","Banded","","","7/7/2021","794728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"MAPS",27
"105154","R","265191475","NOCA","90","2","1","4","1","0","41.1","2021-07-24","10:00","ACM","ACM","M8","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","MAPS2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/18/2021 16:06","","Repeat","","17","7/24/2021","794951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"MAPS",30
"105182","1","299102917","NOCA","86","2","1","0","1","1","42.5","2021-07-31","06:10","SID","SID","M5","","FALSE","","","FALSE","FALSE","","","MBO","300","","","MAPS2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/18/2021 16:25","","Banded","","","7/31/2021","794976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"MAPS",31
"105183","1","299102918","NOCA","89","2","1","0","1","0","36.2","2021-07-31","06:10","SID","SID","M5","","FALSE","","","FALSE","FALSE","","","MBO","300","","","MAPS2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/18/2021 16:26","","Banded","","","7/31/2021","794977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"MAPS",31
"105207","1","299102922","NOCA","84","2","1","0","1","0","39.3","2021-07-31","07:20","SID","SID","M1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","MAPS2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/18/2021 17:15","","Banded","","","7/31/2021","794993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"MAPS",31
"105236","1","299102933","NOCA","86","2","1","0","1","2","38.9","2021-08-01","06:10","ACM","PAS","A2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/20/2021 9:59","","Banded","","","8/1/2021","795346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",31
"105237","1","299102934","NOCA","86","2","1","0","1","2","38.7","2021-08-01","06:10","VSP","PAS","A2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/20/2021 9:59","","Banded","","","8/1/2021","795347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",31
"105251","R","253123752","NOCA","89","1","1","5","1","2","49.9","2021-08-01","07:00","ACM","ACM","B2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/27/2021 10:19","","Return","","3189","8/1/2021","795919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",31
"105252","R","265166977","NOCA","96","1","1","4","1","0","42.8","2021-08-01","07:00","ACM","ACM","B3","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/27/2021 10:19","","Return","","144","8/1/2021","795920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",31
"105254","1","299102936","NOCA","89","2","1","4","1","2","42.1","2021-08-01","07:00","ACM","ACM","D1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/20/2021 10:01","","Banded","","","8/1/2021","795349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",31
"105274","1","299102937","NOCA","88","2","1","5","1","0","39.7","2021-08-01","08:40","ACM","VSP","E2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/20/2021 10:02","","Banded","","","8/1/2021","795350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",31
"105281","R","299102918","NOCA","87","2","1","5","1","1","36.9","2021-08-01","08:50","ACM","VSP","B3","","FALSE","","","TRUE","FALSE","","","MBO","300","7","89","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/27/2021 10:19","","Repeat","","1","8/1/2021","795926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",31
"105294","1","299102939","NOCA","88","2","1","5","1","0","38.5","2021-08-01","10:30","ACM","VSP","D4","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/20/2021 10:03","","Banded","","","8/1/2021","795352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",31
"105299","1","299102940","NOCA","86","2","1","4","1","2","41.8","2021-08-02","05:50","ACM","ACM","N3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/20/2021 10:03","","Banded","","","8/2/2021","795353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",31
"105312","1","299102945","NOCA","84","2","1","4","1","0","28.6","2021-08-02","07:20","ACM","ACM","H1","","FALSE","","","TRUE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/20/2021 10:04","","Banded","","","8/2/2021","795358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",31
"105316","R","299102936","NOCA","90","2","1","4","1","2","43.2","2021-08-02","07:30","ACM","ACM","E1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/27/2021 10:19","","Repeat","","1","8/2/2021","795931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",31
"105341","1","299102948","NOCA","89","2","1","4","1","0","42.6","2021-08-03","08:10","VSP","ACM","N3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/20/2021 10:04","","Banded","","","8/3/2021","795361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",31
"105358","1","299102950","NOCA","85","2","1","5","1","0","39.2","2021-08-03","09:40","ACM","ALD","N1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/20/2021 10:05","","Banded","","","8/3/2021","795363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",31
"105363","R","299102939","NOCA","86","2","S","5","1","0","36.9","2021-08-04","06:00","KML","ACM","N1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/27/2021 10:19","","Repeat","","3","8/4/2021","795941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",31
"105368","R","299102918","NOCA","86","2","1","5","1","0","35","2021-08-04","07:00","ACM","ACM","C1","","FALSE","","","TRUE","FALSE","","","MBO","300","7","89","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/27/2021 10:19","","Repeat","","3","8/4/2021","795943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",31
"105384","1","299102952","NOCA","85","2","1","5","1","0","37.2","2021-08-04","08:30","VSP","ACM","A2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/20/2021 10:05","","Banded","","","8/4/2021","795365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",31
"105387","R","299102933","NOCA","87","2","1","4","1","2","40.1","2021-08-04","08:40","VSP","ACM","D4","","FALSE","","","TRUE","FALSE","","","MBO","300","7","89","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/27/2021 10:19","","Repeat","","3","8/4/2021","795945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",31
"105440","1","299102959","NOCA","85","2","S","5","1","0","38.2","2021-08-05","10:40","SLS","VSP","D4","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/20/2021 10:10","","Banded","","","8/5/2021","795372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",31
"105523","R","299102937","NOCA","87","2","1","5","1","0","39.2","2021-08-07","09:50","SID","SID","C1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/27/2021 10:52","","Repeat","","6","8/7/2021","795983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",32
"105561","1","299102988","NOCA","85","2","1","5","1","1","43.4","2021-08-08","08:50","PBM","PBM","E2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/20/2021 10:19","","Banded","","","8/8/2021","795403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",32
"105616","1","299102999","NOCA","87","2","1","4","1","1","46.2","2021-08-10","08:30","SID","SID","C1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/20/2021 10:22","","Banded","","","8/10/2021","795414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",32
"105627","1","299110805","NOCA","87","2","1","0","1","0","34.9","2021-08-10","09:50","SID","SID","N1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2021","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","10/26/2021 13:10","1","8/23/2021 10:44","","Banded","","","8/10/2021","795712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021,"FMMP",32
